Fecha,Date,SRAD_Ajusted,TMAX,TMIN,RAIN
1/1/1980,1/1980,18.6462,33.2,23.2,0
1/2/1980,1/1980,16.8046,32.6,24.5,0.2
1/3/1980,1/1980,17.7254,33,24,0
1/4/1980,1/1980,18.1858,33.4,24,3.5
1/5/1980,1/1980,18.0707,32.8,23.5,0
1/6/1980,1/1980,17.6103,32.8,24,0
1/7/1980,1/1980,19.7972,34,23,0
1/8/1980,1/1980,21.2935,35.2,22.5,0
1/9/1980,1/1980,19.4519,33.6,23,0
1/10/1980,1/1980,19.4519,34,23.4,0
1/11/1980,1/1980,20.2576,34.2,22.8,0
1/12/1980,1/1980,21.1784,34,21.5,0
1/13/1980,1/1980,20.6029,34.1,22.3,0
1/14/1980,1/1980,19.6821,32.6,21.9,0
1/15/1980,1/1980,19.2217,32.6,22.4,0
1/16/1980,1/1980,20.2576,32.8,21.5,0
1/17/1980,1/1980,20.1425,32.6,21.5,0
1/18/1980,1/1980,20.6029,33,21.4,0
1/19/1980,1/1980,20.0274,32.5,21.6,0
1/20/1980,1/1980,19.567,32.8,22.5,0
1/21/1980,1/1980,18.416,32.1,23,0
1/22/1980,1/1980,21.0633,33.7,21.8,0
1/23/1980,1/1980,19.3368,33.7,23.8,0.5
1/24/1980,1/1980,18.8764,32.6,23.2,0
1/25/1980,1/1980,21.1784,34.2,22.3,0
1/26/1980,1/1980,21.9841,34.7,22,0
1/27/1980,1/1980,19.9123,33.4,23,0
1/28/1980,1/1980,19.2217,32.6,23,0
1/29/1980,1/1980,19.7972,33.2,23,0
1/30/1980,1/1980,18.5311,32.9,24,0
1/31/1980,1/1980,20.718,34.1,23.1,0
2/1/1980,2/1980,17.55,31,22.8,0
2/2/1980,2/1980,19.0125,32,22.4,0.2
2/3/1980,2/1980,19.4625,32.2,22.2,0
2/4/1980,2/1980,16.7625,31,23.6,1.2
2/5/1980,2/1980,16.65,30.8,23.5,0
2/6/1980,2/1980,20.8125,33.6,22.3,0
2/7/1980,2/1980,22.5,34.4,21.3,0
2/8/1980,2/1980,21.375,34.3,22.5,0
2/9/1980,2/1980,22.95,34.6,21,0
2/10/1980,2/1980,21.375,33.8,22.1,0
2/11/1980,2/1980,21.4875,34.8,23,0
2/12/1980,2/1980,22.1625,34.9,22.5,0
2/13/1980,2/1980,22.725,35,22,0
2/14/1980,2/1980,23.2875,34.8,21.2,0
