Fecha,Date,SRAD_Ajusted,TMAX,TMIN,RAIN
6/25/1980,6/1980,25.1056,34.2,20,0
6/26/1980,6/1980,20.6752,30.6,21,0
6/27/1980,6/1980,22.4928,35.4,24,0
6/28/1980,6/1980,21.9248,32.8,22,0
6/29/1980,6/1980,26.696,36.8,20.8,0
6/30/1980,6/1980,21.3568,33.8,23.6,0
7/1/1980,7/1980,25.3128,36,23,0
7/2/1980,7/1980,25.671,34.4,21,0.4
7/3/1980,7/1980,25.9098,34.6,21,0
7/4/1980,7/1980,24.477,33.2,21,0
7/5/1980,7/1980,25.1934,35.8,23,0
7/6/1980,7/1980,23.7606,35.6,24.2,14
7/7/1980,7/1980,26.1486,34,20.2,0.7
7/8/1980,7/1980,23.9994,33.6,22,0
7/9/1980,7/1980,22.2084,33,23,26
7/10/1980,7/1980,22.4472,32,21.8,1.5
7/11/1980,7/1980,24.3576,31.8,19.8,0
7/12/1980,7/1980,21.3726,31.6,22.4,28
7/13/1980,7/1980,22.9248,31.8,21.2,0
7/14/1980,7/1980,22.5666,31.2,21,0
7/15/1980,7/1980,23.7606,32.4,21,26.3
7/16/1980,7/1980,25.074,32.6,20,0
7/17/1980,7/1980,21.8502,32.6,23,0.5
7/18/1980,7/1980,20.4174,30.2,21.8,0
7/19/1980,7/1980,25.074,34.2,21.6,0
7/20/1980,7/1980,22.3278,31.8,21.8,0
7/21/1980,7/1980,24.1188,32.6,21,10
7/22/1980,7/1980,18.1488,28.6,22,0
7/23/1980,7/1980,21.7308,32.4,23,16.4
7/24/1980,7/1980,22.686,30.8,20.6,0
7/25/1980,7/1980,22.9248,31.4,21,0
7/26/1980,7/1980,23.7606,32.2,21,0
7/27/1980,7/1980,23.283,33.8,23,0
7/28/1980,7/1980,22.4472,31.6,21.6,20
7/29/1980,7/1980,24.3576,31.8,20,0
7/30/1980,7/1980,23.4024,33.6,22.8,1.1
7/31/1980,7/1980,20.1786,31.6,23.6,41.1
8/1/1980,8/1980,19.6182,29.4,21,0
8/2/1980,8/1980,24.0408,32.6,20,0
8/3/1980,8/1980,19.6182,30.2,21.8,0
8/4/1980,8/1980,22.68,32.2,21,30.4
8/5/1980,8/1980,22.2264,32.2,21.4,0.3
8/6/1980,8/1980,19.6182,30.2,21.8,6.6
8/7/1980,8/1980,22.4532,31,20,1.1
8/8/1980,8/1980,22.113,31.6,21,25
8/9/1980,8/1980,22.113,30.6,20,0
8/10/1980,8/1980,19.3914,31.2,23,0
8/11/1980,8/1980,21.3192,33,23.2,0
8/12/1980,8/1980,24.4944,34,21,0
8/13/1980,8/1980,25.2882,33.8,20,0
8/14/1980,8/1980,21.0924,33.6,24,0
8/15/1980,8/1980,23.3604,32.8,21,21.4
8/16/1980,8/1980,21.546,31,21,0
8/17/1980,8/1980,21.0924,32,22.4,50
8/18/1980,8/1980,21.0924,31.6,22,16
8/19/1980,8/1980,21.546,30,20,0
8/20/1980,8/1980,23.247,32.6,21,0
8/21/1980,8/1980,23.5872,32,20,0
8/22/1980,8/1980,21.546,31,21,0
8/23/1980,8/1980,20.412,32,23,0
8/24/1980,8/1980,21.3192,33.8,24,0
8/25/1980,8/1980,22.2264,34.6,24,6.2
8/26/1980,8/1980,19.9584,32,23.4,0
8/27/1980,8/1980,24.6078,34,21,2
8/28/1980,8/1980,23.5872,33,21,5.9
8/29/1980,8/1980,19.278,30,22,0.4
8/30/1980,8/1980,17.4636,30,23.4,1.8
8/31/1980,8/1980,25.6284,35.2,21,0
9/1/1980,9/1980,20.045,31,21,12
9/2/1980,9/1980,19.834,29.8,20,0
9/3/1980,9/1980,20.045,31,21,20
9/4/1980,9/1980,21.733,33.2,21.4,0
9/5/1980,9/1980,20.5725,34.6,24,0
9/6/1980,9/1980,19.834,30.8,21,22.7
9/7/1980,9/1980,22.2605,32.4,20,35
9/8/1980,9/1980,18.2515,29.4,21,25
9/9/1980,9/1980,19.9395,30,20,0
9/10/1980,9/1980,19.0955,30.6,21.4,13
9/11/1980,9/1980,20.1505,31.2,21,0
9/12/1980,9/1980,22.366,33.6,21,0
9/13/1980,9/1980,17.091,31,23.6,0
9/14/1980,9/1980,21.4165,33.6,22,5
9/15/1980,9/1980,16.88,28.8,21.6,0.2
9/16/1980,9/1980,17.513,29.2,21.4,0.4
9/17/1980,9/1980,21.1,32.4,21,10
9/18/1980,9/1980,18.779,31,22,9
9/19/1980,9/1980,15.0865,28.6,22.8,6.8
9/20/1980,9/1980,20.678,32,21,0
9/21/1980,9/1980,20.678,31,20,0.6
9/22/1980,9/1980,18.0405,30.4,22,0.7
9/23/1980,9/1980,20.5725,32,21,0
9/24/1980,9/1980,21.1,33.6,22,0
9/25/1980,9/1980,22.0495,33.6,21,12
9/26/1980,9/1980,22.366,33,20,0
9/27/1980,9/1980,21.4165,32,20,0
9/28/1980,9/1980,18.6735,30.2,21,0
9/29/1980,9/1980,20.256,31.8,21,3.5
9/30/1980,9/1980,19.623,31.2,21,2
10/1/1980,10/1980,20.5896,31,21,0
10/2/1980,10/1980,20.3658,31.8,22,0
10/3/1980,10/1980,20.9253,31.4,21,0
10/4/1980,10/1980,20.7015,32.2,22,0
10/5/1980,10/1980,18.4635,30.2,22,4.5
10/6/1980,10/1980,27.975,38.8,20,8.5
10/7/1980,10/1980,15.7779,27.4,21.4,12
10/8/1980,10/1980,21.261,31,20,0
10/9/1980,10/1980,21.261,32,21,1
10/10/1980,10/1980,20.2539,30,20,0
10/11/1980,10/1980,21.5967,31.4,20,0.4
10/12/1980,10/1980,18.0159,31,23,0.4
10/13/1980,10/1980,20.142,33,23,0
10/14/1980,10/1980,21.9324,34,22,10
10/15/1980,10/1980,19.8063,32.6,22.8,24.4
10/16/1980,10/1980,19.3587,29.8,20.4,0
10/17/1980,10/1980,21.0372,32.2,21,40
10/18/1980,10/1980,19.6944,29.8,20,0.5
10/19/1980,10/1980,19.4706,30.6,21,0
10/20/1980,10/1980,17.4564,31.4,23.6,50
10/21/1980,10/1980,16.785,31,23.8,30
10/22/1980,10/1980,20.8134,31.2,20,1.5
10/23/1980,10/1980,19.8063,33.6,23.4,0.6
10/24/1980,10/1980,17.7921,32,23.8,0
10/25/1980,10/1980,21.5967,33.2,21,0.8
10/26/1980,10/1980,23.2752,34.2,20,0
10/27/1980,10/1980,16.4493,28.6,21.4,0
10/28/1980,10/1980,20.9253,32.6,21,0
10/29/1980,10/1980,18.9111,30.6,21,0
10/30/1980,10/1980,17.904,30.6,22,5
10/31/1980,10/1980,16.785,29.6,22,0
11/1/1980,11/1980,17.8325,31.4,21,0
11/2/1980,11/1980,15.7945,31,22.8,0
11/3/1980,11/1980,14.7755,31.2,24,0
11/4/1980,11/1980,14.7755,30.4,23.2,5.1
11/5/1980,11/1980,17.323,30,20,15
11/6/1980,11/1980,17.2211,31,21,0
11/7/1980,11/1980,15.5907,31.2,23,1.1
11/8/1980,11/1980,17.2211,30,20,0
11/9/1980,11/1980,17.6287,31.6,21,0
11/10/1980,11/1980,17.1192,31,21,0
11/11/1980,11/1980,15.285,31,23,0
11/12/1980,11/1980,17.0173,31,21,14.7
11/13/1980,11/1980,16.1002,30,21,1.4
11/14/1980,11/1980,14.1641,30,23,7
11/15/1980,11/1980,14.5717,31,23.6,0
11/16/1980,11/1980,16.2021,31.2,22,0
11/17/1980,11/1980,17.5268,31.8,21,0
11/18/1980,11/1980,16.8135,30,20,0
11/19/1980,11/1980,17.2211,33.6,23,0
11/20/1980,11/1980,15.6926,31.6,22.8,0
11/21/1980,11/1980,18.1382,32.8,21,0
11/22/1980,11/1980,16.7116,32.6,22.6,0
11/23/1980,11/1980,14.8774,32,24,0
11/24/1980,11/1980,15.3869,31.6,23,0
11/25/1980,11/1980,14.266,31,23.6,0
11/26/1980,11/1980,16.7116,33.2,23,0
11/27/1980,11/1980,17.8325,33.6,22,0
11/28/1980,11/1980,18.342,32.4,20,0
11/29/1980,11/1980,14.7755,32,24,13.3
11/30/1980,11/1980,15.0812,31.6,23.2,0
12/1/1980,12/1980,17.608,31.2,22,0
12/2/1980,12/1980,18.2896,31,21,0
12/3/1980,12/1980,18.9712,32.8,22,0
12/4/1980,12/1980,19.4256,32.4,21,0
12/5/1980,12/1980,20.3344,34.2,21.8,0
12/6/1980,12/1980,18.744,31.6,21,3
12/7/1980,12/1980,20.2208,34.8,22.4,0
12/8/1980,12/1980,18.176,31,21,0
12/9/1980,12/1980,19.0848,31.8,20.8,0
12/10/1980,12/1980,19.312,32.4,21,0
12/11/1980,12/1980,19.88,33,21,0
12/12/1980,12/1980,11.4736,28,24,2.1
12/13/1980,12/1980,13.7456,31,25.2,0
12/14/1980,12/1980,17.3808,32.2,23,0.8
12/15/1980,12/1980,16.8128,31.6,23,0
12/16/1980,12/1980,15.1088,30,23,26
12/17/1980,12/1980,17.4944,31,21.6,1
12/18/1980,12/1980,18.0624,32,22,0
12/19/1980,12/1980,19.6528,32.6,20.8,0
12/20/1980,12/1980,18.9712,32,21,0
12/21/1980,12/1980,21.8112,34.6,20,0
12/22/1980,12/1980,20.1072,33,20.6,0
12/23/1980,12/1980,19.7664,33,21,0
12/24/1980,12/1980,19.1984,32.6,21.4,0
12/25/1980,12/1980,19.1984,31.6,20.4,0
12/26/1980,12/1980,17.3808,31.2,22,0
12/27/1980,12/1980,16.5856,30,21.6,0
12/28/1980,12/1980,20.1072,33.3,21,0
12/29/1980,12/1980,18.176,31,21,0
12/30/1980,12/1980,17.2672,31,22,0
12/31/1980,12/1980,18.4032,31.2,21,0
1/1/1981,1/1981,16.4593,30,22,0
1/2/1981,1/1981,18.9915,32.6,22,0
1/3/1981,1/1981,19.2217,32,21.2,0
1/4/1981,1/1981,19.3368,33,22,0
1/5/1981,1/1981,19.4519,33,22,0
1/6/1981,1/1981,19.567,32.1,21,0
1/7/1981,1/1981,19.6821,32.2,21,0
1/8/1981,1/1981,19.4519,31,20,0.3
1/9/1981,1/1981,20.2576,31.8,20,0
1/10/1981,1/1981,17.4952,31.8,23,0
1/11/1981,1/1981,20.4878,32,20,0
1/12/1981,1/1981,19.2217,31,20.4,0
1/13/1981,1/1981,19.6821,31,20,0
1/14/1981,1/1981,18.7613,31,21,0
1/15/1981,1/1981,25.5522,38.4,20,0
1/16/1981,1/1981,21.1784,32.6,20,0
1/17/1981,1/1981,20.718,33,21,0
1/18/1981,1/1981,20.3727,32.6,21,0
1/19/1981,1/1981,20.3727,32.6,21,0
1/20/1981,1/1981,22.2143,33.6,20,0
1/21/1981,1/1981,21.7539,33.4,20.4,0
1/22/1981,1/1981,22.4445,34.8,21,22.9
1/23/1981,1/1981,22.3294,33.6,20,0
1/24/1981,1/1981,21.0633,32,20,0
1/25/1981,1/1981,18.8764,31,21.4,10
1/26/1981,1/1981,19.6821,32,21.6,0
1/27/1981,1/1981,19.9123,32,21.4,0
1/28/1981,1/1981,20.8331,33.6,22,0
1/29/1981,1/1981,22.0992,34,21,0
1/30/1981,1/1981,22.2143,33,20,0
1/31/1981,1/1981,20.4878,31,20,0
2/1/1981,2/1981,22.6125,34,20,0
2/2/1981,2/1981,22.05,34,20.8,0
2/3/1981,2/1981,21.9375,34,21,0
2/4/1981,2/1981,21.825,33.8,21,0
2/5/1981,2/1981,22.05,34,21,0
2/6/1981,2/1981,22.95,35,21,0
2/7/1981,2/1981,22.1625,34,21,0
2/8/1981,2/1981,23.0625,35,21,0
2/9/1981,2/1981,23.625,35.6,21,0
2/10/1981,2/1981,23.625,36,21.4,0
2/11/1981,2/1981,24.3,36.4,21,0
2/12/1981,2/1981,21.7125,34.2,22,0
2/13/1981,2/1981,23.5125,35.2,21,0
2/14/1981,2/1981,23.0625,34,20.4,0
2/15/1981,2/1981,21.375,32,20.4,15.4
2/16/1981,2/1981,22.6125,33,20,0
2/17/1981,2/1981,22.05,34,21.8,0
2/18/1981,2/1981,23.5125,35.2,21.4,2.6
2/19/1981,2/1981,21.6,32.8,21.2,0
2/20/1981,2/1981,18,31,23,0
2/21/1981,2/1981,19.9125,31.6,21.8,40.7
2/22/1981,2/1981,20.1375,31.6,21.6,0
2/23/1981,2/1981,19.2375,31,22,0
2/24/1981,2/1981,20.025,31.6,21.8,0.4
2/25/1981,2/1981,21.2625,32,21,0
2/26/1981,2/1981,24.075,35,21,0
2/27/1981,2/1981,24.3,36.2,22,0
2/28/1981,2/1981,17.1,30.6,23.6,0
3/1/1981,3/1981,22.3449,35.2,21.8,0
3/2/1981,3/1981,19.5915,33.6,23.4,0.8
3/3/1981,3/1981,22.9803,35,21,0
3/4/1981,3/1981,18.2148,32.8,24,0
3/5/1981,3/1981,19.4856,31,21,0.3
3/6/1981,3/1981,19.1679,30.6,21,0
3/7/1981,3/1981,19.5915,31,21,21
3/8/1981,3/1981,19.1679,31,21.4,0
3/9/1981,3/1981,17.7912,32.2,24,0
3/10/1981,3/1981,19.6974,31,21,0.7
3/11/1981,3/1981,21.0741,32.4,21,0
3/12/1981,3/1981,23.5098,35.2,21,0
3/13/1981,3/1981,20.3328,31.6,21,0
3/14/1981,3/1981,19.8033,31,21,0
3/15/1981,3/1981,20.7564,32,21,0
3/16/1981,3/1981,21.9213,34.2,22,0
3/17/1981,3/1981,23.7216,35.2,21,0
3/18/1981,3/1981,23.0862,34.4,21,0
3/19/1981,3/1981,23.0862,34.6,21.2,0
3/20/1981,3/1981,21.3918,32.4,21,0
3/21/1981,3/1981,27.0045,39.2,21,0
3/22/1981,3/1981,23.4039,34.6,21,0
3/23/1981,3/1981,26.0514,36.8,20,0
3/24/1981,3/1981,23.9334,35.2,21,0
3/25/1981,3/1981,22.8744,34,21,0
3/26/1981,3/1981,22.4508,33.4,21,0
3/27/1981,3/1981,21.18,32,21,0
3/28/1981,3/1981,23.298,35,21.6,0
3/29/1981,3/1981,24.5688,35.8,21,0
3/30/1981,3/1981,27.4281,39.4,21,0
3/31/1981,3/1981,21.8154,32.6,21,0
4/1/1981,4/1981,24.354,37.6,21,0
4/2/1981,4/1981,23.166,37,22,0
4/3/1981,4/1981,24.354,37.6,21,0
4/4/1981,4/1981,19.701,32,21.2,0
4/5/1981,4/1981,19.899,32,21,0
4/6/1981,4/1981,22.077,34.8,21.2,0
4/7/1981,4/1981,22.275,33.8,20,5.3
4/8/1981,4/1981,23.067,34.8,20,0
4/9/1981,4/1981,19.503,31.6,21,0
4/10/1981,4/1981,23.562,36.4,21,0
4/11/1981,4/1981,19.602,31.6,21,0
4/12/1981,4/1981,18.81,31.8,22,0
4/13/1981,4/1981,19.008,32,22,8.2
4/14/1981,4/1981,18.612,30.6,21,0
4/15/1981,4/1981,23.166,34.8,20,0
4/16/1981,4/1981,19.008,31,21,0.3
4/17/1981,4/1981,19.206,31.2,21,0
4/18/1981,4/1981,23.562,36.4,21,1.1
4/19/1981,4/1981,23.166,34.8,20,16.3
4/20/1981,4/1981,20.097,32.2,21,3
4/21/1981,4/1981,20.988,32.2,20,0
4/22/1981,4/1981,21.186,33.4,21,7.6
4/23/1981,4/1981,20.493,33,21.4,0
4/24/1981,4/1981,19.404,32,21.6,36.3
4/25/1981,4/1981,21.087,32.6,20.2,0
4/26/1981,4/1981,21.285,32.6,20,0
4/27/1981,4/1981,16.533,28.6,21,1.5
4/28/1981,4/1981,18.909,31,21,0
4/29/1981,4/1981,18.711,31.8,22,0
4/30/1981,4/1981,19.503,32.4,21.8,4
5/1/1981,5/1981,19.2222,31,22,6.9
5/2/1981,5/1981,20.2842,31,21,19.6
5/3/1981,5/1981,20.2842,31,21,0
5/4/1981,5/1981,21.24,32,21,0.2
5/5/1981,5/1981,21.24,32,21,9.1
5/6/1981,5/1981,19.2222,30,21,14
5/7/1981,5/1981,21.5586,31.4,20,5.1
5/8/1981,5/1981,18.7974,31.6,23,26
5/9/1981,5/1981,19.3284,30.2,21,3
5/10/1981,5/1981,21.0276,31.8,21,0
5/11/1981,5/1981,21.771,31.6,20,40
5/12/1981,5/1981,20.6028,31.4,21,3
5/13/1981,5/1981,18.2664,31.4,23.2,0
5/14/1981,5/1981,20.178,31,21,0
5/15/1981,5/1981,21.24,32.2,21,17
5/16/1981,5/1981,19.8594,31.2,21.4,0.5
5/17/1981,5/1981,20.9214,31.8,21,30
5/18/1981,5/1981,20.709,31.6,21,0
5/19/1981,5/1981,21.0276,32,21,16
5/20/1981,5/1981,20.8152,32.8,22,0
5/21/1981,5/1981,22.6206,33.8,21,0
5/22/1981,5/1981,21.3462,32.4,21,5
5/23/1981,5/1981,17.2044,28.8,21.4,0.9
5/24/1981,5/1981,19.5408,30.6,21,3.9
5/25/1981,5/1981,20.178,31.2,21,0
5/26/1981,5/1981,19.647,30.2,20.5,0
5/27/1981,5/1981,18.9036,30,21,0
5/28/1981,5/1981,19.3284,31.4,22,20
5/29/1981,5/1981,17.8416,29,21,0.5
5/30/1981,5/1981,19.8594,30,20,1.4
5/31/1981,5/1981,19.5408,30.6,21,0
6/1/1981,6/1981,20.6752,31,21.6,20
6/2/1981,6/1981,19.9936,30.2,21.4,0
6/3/1981,6/1981,21.2432,31,21,0
6/4/1981,6/1981,21.2432,31,21,0.4
6/5/1981,6/1981,22.2656,32,21,0
6/6/1981,6/1981,19.88,31.2,22.4,6
6/7/1981,6/1981,20.3344,31.2,22,52.2
6/8/1981,6/1981,20.5616,31,21.6,1.8
6/9/1981,6/1981,18.5168,28.6,21,0.8
6/10/1981,6/1981,18.0624,31.6,24.3,0
6/11/1981,6/1981,20.7888,31.6,22,5.5
6/12/1981,6/1981,19.1984,31.6,23.4,8.5
6/13/1981,6/1981,22.152,32,21,0
6/14/1981,6/1981,20.1072,31.6,22.6,0
6/15/1981,6/1981,18.6304,31.8,24,3.4
6/16/1981,6/1981,19.312,30,21.6,0.1
6/17/1981,6/1981,19.9936,30.4,21.4,1.8
6/18/1981,6/1981,20.448,30.4,21,4.2
6/19/1981,6/1981,20.448,30.4,21,0
6/20/1981,6/1981,20.6752,32,22.4,0
6/21/1981,6/1981,20.2208,31,21.8,0
6/22/1981,6/1981,21.9248,31.8,21,43
6/23/1981,6/1981,20.448,30.4,21,12.5
6/24/1981,6/1981,22.152,32,21,3.6
6/25/1981,6/1981,21.1296,31.4,21.4,0
6/26/1981,6/1981,22.152,32,21,0.2
6/27/1981,6/1981,21.6976,32,21.4,0
6/28/1981,6/1981,19.312,31.4,23,5
6/29/1981,6/1981,21.4704,32,21.6,0.9
6/30/1981,6/1981,19.5392,31,22.4,0
7/1/1981,7/1981,19.8204,31.2,23.2,0
7/2/1981,7/1981,19.5816,31.2,23.4,0
7/3/1981,7/1981,22.4472,31.2,21,10
7/4/1981,7/1981,23.0442,31.8,21,0
7/5/1981,7/1981,18.0294,29,22.4,5
7/6/1981,7/1981,21.2532,32.4,23.2,0
7/7/1981,7/1981,20.1786,32,23.8,1.7
7/8/1981,7/1981,24.3576,35.8,23.8,0.2
7/9/1981,7/1981,23.1636,31.2,20.4,5
