Fecha,Date,SRAD_Ajusted,TMAX,TMIN,RAIN
12/28/1980,12/1980,16.6992,30.6,22.2,0
12/29/1980,12/1980,15.6768,28.6,21.2,0
12/30/1980,12/1980,17.4944,30.6,21.4,0
12/31/1980,12/1980,9.9968,27,24,0
1/1/1981,1/1981,16.8046,30,21.8,0
1/2/1981,1/1981,19.1066,32.4,21.8,0
1/3/1981,1/1981,19.2217,32.7,22,0
1/4/1981,1/1981,17.9556,31.8,22.4,0
1/5/1981,1/1981,13.9271,30,24.4,0
1/6/1981,1/1981,18.416,31.8,22,0
1/7/1981,1/1981,17.0348,32.6,24.2,0
1/8/1981,1/1981,16.6895,32,24,0
1/9/1981,1/1981,17.9556,33.4,24.2,0
1/10/1981,1/1981,14.963,31,24.6,0
1/11/1981,1/1981,17.9556,32,22.8,0
1/12/1981,1/1981,18.416,31.4,21.8,0
1/13/1981,1/1981,17.4952,30,21.4,0
1/14/1981,1/1981,18.0707,31.8,22.6,0
1/15/1981,1/1981,17.1499,30.8,22.6,0
1/16/1981,1/1981,22.2143,32.4,18.6,0
1/17/1981,1/1981,19.3368,31.8,21.4,18
1/18/1981,1/1981,14.963,30.6,24.4,0
1/19/1981,1/1981,19.7972,32.6,21.8,0
1/20/1981,1/1981,18.6462,32.4,22.8,0
1/21/1981,1/1981,19.4519,31.8,21.4,0
1/22/1981,1/1981,20.1425,32.4,21.4,0
1/23/1981,1/1981,17.9556,32,23.2,0
1/24/1981,1/1981,17.3801,31,22.8,0
1/25/1981,1/1981,14.7328,29.8,24,19.7
1/26/1981,1/1981,16.8046,31.6,24,0
1/27/1981,1/1981,18.416,32,23,0.4
1/28/1981,1/1981,17.9556,31.8,23.2,0
1/29/1981,1/1981,18.0707,32,23.4,0
1/30/1981,1/1981,18.3009,32.4,23.6,0
1/31/1981,1/1981,17.9556,32.4,24,6.3
2/1/1981,2/1981,16.7625,31.6,24,0
2/2/1981,2/1981,15.8625,30.8,24,0
2/3/1981,2/1981,16.0875,31.8,24.8,0
2/4/1981,2/1981,18.3375,31.6,22.6,0.6
2/5/1981,2/1981,17.325,32,24,0
2/6/1981,2/1981,16.65,30.6,23.2,0
2/7/1981,2/1981,18.225,32.8,24,0
2/8/1981,2/1981,16.9875,31.6,24,31.9
2/9/1981,2/1981,12.9375,27.4,23,0
2/10/1981,2/1981,16.65,31.2,24,0
2/11/1981,2/1981,18.225,33.2,24.6,0
2/12/1981,2/1981,16.5375,32,25,0
2/13/1981,2/1981,20.5875,34.2,23.4,0
2/14/1981,2/1981,18.7875,32.4,23.4,0
2/15/1981,2/1981,17.1,30.6,23.2,0
2/16/1981,2/1981,19.575,32.6,23,0
2/17/1981,2/1981,17.2125,31.8,24.4,0
2/18/1981,2/1981,16.9875,31.8,24.6,0.5
2/19/1981,2/1981,16.7625,31.6,24.6,0
2/20/1981,2/1981,16.3125,31.6,25,0
2/21/1981,2/1981,24.075,35,20.8,6.2
2/22/1981,2/1981,18.1125,31,23,0
2/23/1981,2/1981,17.2125,32.6,25.4,1.8
2/24/1981,2/1981,17.6625,32,24.4,0
2/25/1981,2/1981,16.7625,31.8,25,0
2/26/1981,2/1981,19.8,34.6,25.2,0
2/27/1981,2/1981,20.7,35.2,25,0
2/28/1981,2/1981,14.7375,30,24.8,0
3/1/1981,3/1981,19.6974,34.6,24.2,0
3/2/1981,3/1981,16.6263,32,24.6,7.5
3/3/1981,3/1981,18.003,32.2,23.6,2.8
3/4/1981,3/1981,15.3555,30.8,24.6,0
3/5/1981,3/1981,15.885,31.8,25.2,0
3/6/1981,3/1981,12.708,29.2,25,3
3/7/1981,3/1981,15.4614,29,22.8,0.5
3/8/1981,3/1981,20.2269,31,20.4,0
3/9/1981,3/1981,18.4266,31.8,23,0
3/10/1981,3/1981,23.298,31.8,17.8,0.8
3/11/1981,3/1981,18.3207,33.6,25,0
3/12/1981,3/1981,19.3797,34.6,25,0
3/13/1981,3/1981,16.8381,32.6,25.4,1.6
3/14/1981,3/1981,18.003,33.4,25.2,0
3/15/1981,3/1981,21.9213,32,19.8,0
3/16/1981,3/1981,17.5794,32,24.2,0
3/17/1981,3/1981,20.121,31.8,21.6,0
3/18/1981,3/1981,20.3328,32.8,22.4,0
3/19/1981,3/1981,16.2027,31.6,25,0
3/20/1981,3/1981,20.0151,33,23,0
3/21/1981,3/1981,20.0151,32.4,22.4,0
3/22/1981,3/1981,20.0151,31.6,21.6,0
3/23/1981,3/1981,21.3918,34,22.6,0
3/24/1981,3/1981,0,25,25,0
3/25/1981,3/1981,20.3328,32.8,22.6,0
3/26/1981,3/1981,20.9682,33.8,23,0
3/27/1981,3/1981,20.7564,33.6,23,0
3/28/1981,3/1981,20.0151,34.2,24.4,0
3/29/1981,3/1981,19.1679,33.8,24.8,0
3/30/1981,3/1981,20.6505,34.8,24.4,0
3/31/1981,3/1981,20.6505,35.4,25,0
4/1/1981,4/1981,20.394,36.8,25.2,0
4/2/1981,4/1981,19.998,35.6,24.4,2
4/3/1981,4/1981,18.216,35,25.8,0
4/4/1981,4/1981,15.642,31.6,24.8,2
4/5/1981,4/1981,19.899,33,22,0
4/6/1981,4/1981,18.414,31.8,22.4,10.1
4/7/1981,4/1981,18.018,32.2,23.2,0.6
4/8/1981,4/1981,16.731,31,23.2,19
4/9/1981,4/1981,21.483,33,20.2,0
4/10/1981,4/1981,17.028,35.8,27.8,0
4/11/1981,4/1981,20.988,36.4,24.2,0
4/12/1981,4/1981,18.612,35,25.4,4.3
4/13/1981,4/1981,17.424,32.8,24.4,1
4/14/1981,4/1981,16.83,29.8,22,0
4/15/1981,4/1981,19.899,33,22,0
4/16/1981,4/1981,19.701,33.2,22.4,0
4/17/1981,4/1981,21.285,34.8,22.2,2
4/18/1981,4/1981,21.483,31.4,18.6,1
4/19/1981,4/1981,19.998,32,20.9,0
4/20/1981,4/1981,23.067,31.2,16.4,0
4/21/1981,4/1981,23.364,30.8,15.6,0
4/22/1981,4/1981,17.82,32.6,23.8,0
4/23/1981,4/1981,3.762,25.8,25.4,0
4/24/1981,4/1981,16.335,31.4,24,6.5
4/25/1981,4/1981,14.949,31.6,25.4,0
4/26/1981,4/1981,15.84,33,26,1
4/27/1981,4/1981,16.533,27.8,20.2,17
4/28/1981,4/1981,15.345,31,24.4,0
4/29/1981,4/1981,16.533,32,24.4,3
4/30/1981,4/1981,14.652,32,26,1
5/1/1981,5/1981,13.1688,28.6,24.4,6
5/2/1981,5/1981,17.2044,31.2,24,7
5/3/1981,5/1981,12.1068,28,24.4,27
5/4/1981,5/1981,13.6998,29,24.4,0.8
5/5/1981,5/1981,9.027,27.6,25.6,37.5
5/6/1981,5/1981,17.6292,30.8,23.2,14
5/7/1981,5/1981,17.4168,31.4,24,1
5/8/1981,5/1981,18.9036,31,22.2,57
5/9/1981,5/1981,16.8858,27,20,0.6
5/10/1981,5/1981,20.178,29.2,19.2,0
5/11/1981,5/1981,22.833,29.8,17,4.6
5/12/1981,5/1981,22.0896,30,18,3.1
5/13/1981,5/1981,13.3812,29.4,25,1.9
5/14/1981,5/1981,19.8594,29.8,20,1.3
5/15/1981,5/1981,19.2222,29.2,20,19
5/16/1981,5/1981,23.7888,31,17,0
5/17/1981,5/1981,23.2578,31,17.6,1.5
5/18/1981,5/1981,23.5764,30,16.2,3.8
5/19/1981,5/1981,23.6826,30,16,4.5
5/20/1981,5/1981,6.903,25.6,24.4,0
5/21/1981,5/1981,14.4432,30.2,25,15.4
5/22/1981,5/1981,17.4168,32,24.4,31
5/23/1981,5/1981,14.4432,27.8,22.6,0.6
5/24/1981,5/1981,12.9564,31,26.8,0
5/25/1981,5/1981,18.2664,30.6,22.2,0.3
5/26/1981,5/1981,16.461,31.6,24.8,0
5/27/1981,5/1981,16.1424,31.6,25,0.7
5/28/1981,5/1981,15.93,31.8,25.4,1.6
5/29/1981,5/1981,15.93,29.2,22.8,0
5/30/1981,5/1981,20.2842,35,24.6,3.5
5/31/1981,5/1981,18.7974,30.2,21.2,0
6/1/1981,6/1981,16.472,30,24,29.3
6/2/1981,6/1981,16.6992,29.8,23.6,0
6/3/1981,6/1981,18.5168,31.6,24,0
6/4/1981,6/1981,16.9264,31,24.6,0
6/5/1981,6/1981,18.9712,32,24,0
6/6/1981,6/1981,14.3136,29.6,25,0
6/7/1981,6/1981,13.7456,29.8,25.6,3.9
6/8/1981,6/1981,16.3584,28.4,22.4,0.3
6/9/1981,6/1981,14.9952,28.6,23.6,9
6/10/1981,6/1981,15.5632,30.6,25.2,0
6/11/1981,6/1981,16.9264,30,23.6,1
6/12/1981,6/1981,19.9936,31,22,0.5
6/13/1981,6/1981,16.5856,28.8,22.6,0
6/14/1981,6/1981,18.4032,32,24.4,0
6/15/1981,6/1981,19.5392,33.8,25.2,20
6/16/1981,6/1981,18.8576,27.8,19.8,0.7
6/17/1981,6/1981,11.928,30.8,27.6,2.1
6/18/1981,6/1981,15.2224,29.8,24.6,4.4
6/19/1981,6/1981,18.176,31.6,24.2,0
6/20/1981,6/1981,18.4032,31.2,23.6,0.4
6/21/1981,6/1981,20.448,31.8,22.4,0
6/22/1981,6/1981,16.8128,31.4,25,48
6/23/1981,6/1981,17.1536,28,21.4,4.2
6/24/1981,6/1981,21.016,32,22,9.4
