Fecha,Date,TMAX,TMIN,RAIN,S.Rad,Kc
1/1/1985,Jan-85,32.83503998,21.03503998,0,20.872482,0.8
1/2/1985,Jan-85,30.32016013,21.92016013,0,19.028456,0.8
1/3/1985,Jan-85,30.79024411,21.79024411,0,20.048036,0.8
1/4/1985,Jan-85,33.81282201,20.21282201,0,18.159666,0.8
1/5/1985,Jan-85,30.33253546,22.13253546,0,17.890756,0.8
1/6/1985,Jan-85,34.53155031,21.53155031,0,12.753192,0.8
1/7/1985,Jan-85,34.60426623,22.20426623,0,14.396334,0.8
1/8/1985,Jan-85,34.69257867,21.09257867,0,15.132766,0.8
1/9/1985,Jan-85,32.46857429,21.66857429,0,18.657384,0.8
1/10/1985,Jan-85,31.33272593,22.33272593,0.1,19.86781,0.8
1/11/1985,Jan-85,33.01099902,22.21099902,0,19.729034,0.8
1/12/1985,Jan-85,31.62804726,22.42804726,0,20.820044,0.8
1/13/1985,Jan-85,31.77940926,23.37940926,0,16.672682,0.8
1/14/1985,Jan-85,31.65606867,22.65606867,0,15.796565,0.8
1/15/1985,Jan-85,31.93979824,22.13979824,0,15.336201,0.8
1/16/1985,Jan-85,31.36201255,22.76201255,0,20.216218,0.8
1/17/1985,Jan-85,31.15002579,22.55002579,0,20.321916,0.8
1/18/1985,Jan-85,33.06576113,21.96576113,0,18.94958,0.8
1/19/1985,Jan-85,31.54136722,22.54136722,0,16.292149,0.8
1/20/1985,Jan-85,35.43152303,23.23152303,0,18.147136,0.8
1/21/1985,Jan-85,34.45849982,22.65849982,0,18.701342,0.8
1/22/1985,Jan-85,31.47087994,22.47087994,4.6,16.657222,0.8
1/23/1985,Jan-85,34.56567541,21.16567541,0,16.60118,0.8
1/24/1985,Jan-85,32.02947301,22.32947301,0,19.357252,0.8
1/25/1985,Jan-85,33.06384163,22.26384163,0,20.94546,0.8
1/26/1985,Jan-85,34.42283323,20.42283323,0,17.817386,0.8
1/27/1985,Jan-85,33.37068387,19.97068387,0,16.124986,0.8
1/28/1985,Jan-85,32.99822039,22.09822039,0,15.691785,0.8
1/29/1985,Jan-85,33.69463356,21.89463356,0,14.176125,0.8
1/30/1985,Jan-85,34.6014853,22.8014853,0,19.183248,0.8
1/31/1985,Jan-85,29.62515856,21.82515856,0,21.473524,0.8
2/1/1985,Feb-85,32.79200963,21.79200963,0,23.289338,0.8
2/2/1985,Feb-85,35.22437583,23.62437583,0,23.57433,0.8
2/3/1985,Feb-85,35.71488222,24.11488222,0,23.539618,0.8
2/4/1985,Feb-85,31.83773611,21.23773611,0,23.071644,0.8
2/5/1985,Feb-85,30.75228777,20.35228777,0,22.190542,0.8
2/6/1985,Feb-85,32.24314941,20.64314941,0,20.352324,0.8
2/7/1985,Feb-85,31.95761738,22.75761738,0,14.197328,0.8
2/8/1985,Feb-85,31.06307539,21.06307539,0,15.968663,0.8
2/9/1985,Feb-85,34.03663016,23.23663016,0,18.17785,0.8
2/10/1985,Feb-85,36.8030909,22.8030909,1.9,13.770209,0.8
2/11/1985,Feb-85,32.49890732,22.49890732,0,16.725614,0.8
2/12/1985,Feb-85,33.89852936,23.29852936,25.3,19.525874,0.8
2/13/1985,Feb-85,34.91469107,22.91469107,0,20.617374,0.8
2/14/1985,Feb-85,34.19321085,23.39321085,0,19.769272,0.8
2/15/1985,Feb-85,33.23186753,21.63186753,15.3,19.967904,0.8
2/16/1985,Feb-85,32.01978234,23.71978234,6.5,21.207482,0.8
2/17/1985,Feb-85,35.91546237,23.11546237,0,18.356574,0.8
2/18/1985,Feb-85,35.06110669,22.26110669,0,19.182526,0.8
2/19/1985,Feb-85,31.63265709,23.63265709,0,18.336392,0.8
2/20/1985,Feb-85,30.99993979,23.99993979,1,19.3291,0.8
2/21/1985,Feb-85,34.62130351,23.62130351,3.4,19.83848,0.8
2/22/1985,Feb-85,33.44714315,23.54714315,0,18.381994,0.8
2/23/1985,Feb-85,35.50076969,21.50076969,0,16.95396,0.8
2/24/1985,Feb-85,33.04129004,24.74129004,2.2,13.890771,0.8
2/25/1985,Feb-85,34.39401891,21.59401891,0,14.177137,0.8
2/26/1985,Feb-85,33.99175973,25.19175973,35.6,13.261113,0.8
2/27/1985,Feb-85,35.48393529,21.08393529,0.8,18.835502,0.8
2/28/1985,Feb-85,33.45,20.15,0,18.51078,0.8
3/1/1985,Mar-85,32.4375272,22.2375272,0,15.76947,0.8
3/2/1985,Mar-85,34.9601205,21.8601205,0,15.406141,0.8
3/3/1985,Mar-85,33.38007502,21.98007502,0,18.497368,0.8
3/4/1985,Mar-85,31.81966502,22.81966502,0,18.434236,0.8
3/5/1985,Mar-85,34.90408691,24.10408691,0,18.675588,0.8
3/6/1985,Mar-85,32.12280756,22.32280756,0,14.475299,0.8
3/7/1985,Mar-85,34.94224481,22.14224481,0,17.299524,0.8
3/8/1985,Mar-85,33.26853556,23.66853556,0.3,17.075948,0.8
3/9/1985,Mar-85,33.3262116,22.9262116,2.2,16.584676,0.8
3/10/1985,Mar-85,31.65069998,22.45069998,0,18.890306,0.8
3/11/1985,Mar-85,33.08800622,22.58800622,0,17.233354,0.8
3/12/1985,Mar-85,30.60562038,22.40562038,0.5,17.344362,0.8
3/13/1985,Mar-85,31.39500972,23.19500972,0,16.1005,0.8
3/14/1985,Mar-85,30.81074908,21.81074908,0,15.621922,0.8
3/15/1985,Mar-85,32.56205356,22.96205356,10.3,15.412262,0.8
3/16/1985,Mar-85,31.55578244,22.75578244,0,16.29178,0.8
3/17/1985,Mar-85,33.8388338,22.6388338,81,17.384186,0.8
3/18/1985,Mar-85,30.01619328,22.21619328,15.5,15.930736,0.8
3/19/1985,Mar-85,35.15468362,21.75468362,0,17.152754,0.8
3/20/1985,Mar-85,32.68490736,22.88490736,1.8,15.218279,0.8
3/21/1985,Mar-85,32.2022287,22.4022287,2.3,19.734352,0.8
3/22/1985,Mar-85,30.78535079,22.58535079,8.5,18.117022,0.8
3/23/1985,Mar-85,30.3540574,22.4540574,0.3,18.320626,0.8
3/24/1985,Mar-85,31.90599931,21.90599931,0,21.6511,0.8
3/25/1985,Mar-85,32.62363334,23.62363334,5.8,17.451062,0.8
3/26/1985,Mar-85,34.89517017,21.69517017,0,17.927318,0.8
3/27/1985,Mar-85,33.38046913,22.98046913,10,13.057071,0.8
3/28/1985,Mar-85,30.22764108,21.72764108,0,15.45255,0.8
3/29/1985,Mar-85,32.43582772,22.83582772,0,16.657078,0.8
3/30/1985,Mar-85,30.9994926,22.1994926,0,16.213865,0.8
3/31/1985,Mar-85,27.53339915,23.73339915,35,14.855699,0.8
4/1/1985,Apr-85,32.29877462,23.09877462,71,15.646529,0.8
4/2/1985,Apr-85,31.95448934,22.35448934,6.2,13.245833,0.8
4/3/1985,Apr-85,32.97769158,22.37769158,0,16.282007,0.8
4/4/1985,Apr-85,30.50665041,22.30665041,34.5,13.806578,0.8
4/5/1985,Apr-85,27.9368217,21.1368217,10,14.882683,0.8
4/6/1985,Apr-85,29.7191305,23.3191305,7.9,18.375756,0.8
4/7/1985,Apr-85,30.3916851,22.1916851,9.6,18.626144,0.8
4/8/1985,Apr-85,32.81538217,21.81538217,8.7,17.727624,0.8
4/9/1985,Apr-85,29.44255186,22.74255186,0,17.21671,0.8
4/10/1985,Apr-85,32.43164246,22.23164246,42.6,16.453355,0.8
4/11/1985,Apr-85,30.61155116,22.41155116,32,17.121268,0.8
4/12/1985,Apr-85,31.39769446,21.19769446,0,19.594334,0.8
4/13/1985,Apr-85,33.32247376,22.12247376,0,21.81679,0.8
4/14/1985,Apr-85,30.8254017,22.0254017,0,21.39417,0.8
4/15/1985,Apr-85,30.29660772,22.49660772,62.3,20.37681,0.816
4/16/1985,Apr-85,30.28941011,22.48941011,45.2,19.592058,0.832
4/17/1985,Apr-85,32.95405676,22.75405676,2.2,19.588462,0.848
4/18/1985,Apr-85,31.46976043,24.26976043,0,19.583268,0.864
4/19/1985,Apr-85,27.93311411,20.93311411,0,18.399764,0.88
4/20/1985,Apr-85,29.52359076,22.52359076,0,17.936928,0.896
4/21/1985,Apr-85,35.58978776,22.38978776,0,16.82959,0.912
4/22/1985,Apr-85,30.05993819,22.35993819,8.7,14.931908,0.928
4/23/1985,Apr-85,33.1447429,24.7447429,4.8,16.801798,0.944
4/24/1985,Apr-85,27.74571743,22.54571743,0,11.90545,0.96
4/25/1985,Apr-85,29.80075228,21.80075228,6.6,11.864161,0.976
4/26/1985,Apr-85,31.98181849,20.98181849,0,10.300069,0.992
4/27/1985,Apr-85,32.28210657,22.48210657,0,13.850293,1.008
4/28/1985,Apr-85,28.27303391,23.67303391,1.2,14.026298,1.024
4/29/1985,Apr-85,26.42088721,20.42088721,40,13.219496,1.04
4/30/1985,Apr-85,31.77654878,21.77654878,92.5,16.32541,1.056
5/1/1985,May-85,28.60919706,21.80919706,89,12.024873,1.072
5/2/1985,May-85,30.1392051,22.1392051,26.6,14.803809,1.088
5/3/1985,May-85,29.10568065,20.50568065,0,9.782641,1.104
5/4/1985,May-85,30.60526013,22.40526013,6.3,17.216304,1.12
5/5/1985,May-85,27.87573585,22.47573585,15,14.68339,1.136
5/6/1985,May-85,31.69086075,21.89086075,34.6,12.279489,1.152
5/7/1985,May-85,32.31453868,22.31453868,3.6,17.790568,1.168
5/8/1985,May-85,30.03046157,22.63046157,6.9,15.852988,1.184
5/9/1985,May-85,31.06482698,22.06482698,0,14.812995,1.2
5/10/1985,May-85,28.77212456,22.37212456,0,17.03005,1.2
5/11/1985,May-85,25.57512821,22.77512821,0,15.000168,1.2
5/12/1985,May-85,29.33919658,23.33919658,1.3,12.815785,1.2
