Fecha,Date,TMAX,TMIN,RAIN,S.Rad,Kc
1/1/1985,Jan-85,33.42457002,22.62457002,0,19.495384,0.8
1/2/1985,Jan-85,30.71508157,22.01508157,0,18.964538,0.8
1/3/1985,Jan-85,30.92222713,21.52222713,0.7,19.125846,0.8
1/4/1985,Jan-85,33.61675915,24.01675915,0,16.390337,0.8
1/5/1985,Jan-85,32.33869583,22.13869583,0,17.776052,0.8
1/6/1985,Jan-85,34.76709524,22.96709524,0,12.66216,0.8
1/7/1985,Jan-85,32.3290132,23.9290132,0,12.564723,0.8
1/8/1985,Jan-85,34.95081265,22.85081265,0,13.420114,0.8
1/9/1985,Jan-85,33.87872293,23.87872293,0,17.709296,0.8
1/10/1985,Jan-85,32.35660238,23.15660238,0.7,20.188456,0.8
1/11/1985,Jan-85,32.64259109,23.44259109,0,19.994048,0.8
1/12/1985,Jan-85,32.72710999,22.52710999,0,20.38347,0.8
1/13/1985,Jan-85,33.07883928,23.67883928,0,20.610018,0.8
1/14/1985,Jan-85,32.04097476,23.24097476,0,19.421106,0.8
1/15/1985,Jan-85,33.6561406,21.8561406,0,20.56622,0.8
1/16/1985,Jan-85,31.33837958,22.93837958,0,20.748412,0.8
1/17/1985,Jan-85,31.51503285,22.91503285,2.8,20.99886,0.8
1/18/1985,Jan-85,33.69307075,22.19307075,0,20.002702,0.8
1/19/1985,Jan-85,32.20849771,23.20849771,0,20.057764,0.8
1/20/1985,Jan-85,34.05335472,25.45335472,0,21.628354,0.8
1/21/1985,Jan-85,34.09437771,24.39437771,0,21.323736,0.8
1/22/1985,Jan-85,31.87036717,23.87036717,0,20.590898,0.8
1/23/1985,Jan-85,32.29894112,23.09894112,0,19.093836,0.8
1/24/1985,Jan-85,31.41354599,23.41354599,0,20.759604,0.8
1/25/1985,Jan-85,33.5059654,22.1059654,0,22.021054,0.8
1/26/1985,Jan-85,35.30443191,23.70443191,0,21.599248,0.8
1/27/1985,Jan-85,33.22001189,23.82001189,0,18.708172,0.8
1/28/1985,Jan-85,34.87829284,23.47829284,0,20.148754,0.8
1/29/1985,Jan-85,33.06886017,24.26886017,0,19.527356,0.8
1/30/1985,Jan-85,34.51866794,24.11866794,0,19.463712,0.8
1/31/1985,Jan-85,29.35434481,22.35434481,0.6,23.115658,0.8
2/1/1985,Feb-85,32.12415733,23.62415733,0,23.64178,0.8
2/2/1985,Feb-85,34.97028618,24.77028618,0,23.454544,0.8
2/3/1985,Feb-85,35.41150174,25.61150174,0,23.271018,0.8
2/4/1985,Feb-85,31.44840344,22.84840344,0,23.764312,0.8
2/5/1985,Feb-85,31.5352775,23.2352775,0,22.928314,0.8
2/6/1985,Feb-85,32.23059997,23.63059997,0,21.843392,0.8
2/7/1985,Feb-85,31.93520319,22.93520319,0,17.335246,0.8
2/8/1985,Feb-85,32.08285539,24.38285539,0,19.628092,0.8
2/9/1985,Feb-85,33.52842294,24.32842294,0,19.580204,0.8
2/10/1985,Feb-85,33.97486324,25.47486324,0,16.331852,0.8
2/11/1985,Feb-85,32.40897945,24.10897945,0,19.531712,0.8
2/12/1985,Feb-85,35.49146906,24.89146906,0,20.153,0.8
2/13/1985,Feb-85,30.1552466,22.1552466,0,21.720906,0.8
2/14/1985,Feb-85,34.47107424,24.27107424,0,22.088166,0.8
