Year,Month,1_Ayapel_2502515,2_Cerete_13075030,3_Chima_13075010,4_Cienaga_de_Oro_13075020,5_Montelibano_2502516,6_Monteria,7_Monteria_13055030,8_Monteria_13065020,9_Monteria_13075050,10_Monteria_13085040,11_Planeta_Rica_25025190,12_Planeta_Rica_25015010
1985,8,390.1,216.8,242.9,260.2,280.8,196.9,106.3,189.7,266.5,196.9,91.3,117.7
1985,9,342.6,340.9,180.6,282.2,397.1,319.2,237,209.4,283.7,319.2,201.6,169
1985,10,377,99.5,187.2,92.6,231.7,134,235.6,124.5,125,134,110,149.5
1985,11,50.7,110.7,41.7,94.5,60.2,198,115.5,166.9,131.7,198,85.1,61.9
1985,12,158.9,42.9,12.7,13.7,123.1,29,68.6,21.6,19.9,29,56.7,10.1
1986,1,22.5,0.5,3.3,11.3,1.8,0,0,3.4,16.3,0,27.2,55.9
1986,2,95.4,5.5,22.8,1.8,23.6,27,32,29,35.2,27,100.3,11.4
1986,3,52.9,0.4,3.5,6.2,59.9,11,0.2,13,11.8,11,25.8,37.7
1986,4,117,129.2,121.3,188.1,0.8,135.7,79.3,63.2,76,135.7,192,125.5
1986,5,109.8,99.8,92.3,179.1,198.1,69,188.8,309,152.8,69,99.8,241.9
1986,6,19,117.9,133.9,192.3,276.4,143,225,193.5,134.5,143,117.9,367.5
1986,7,294.1,122.5,153,114.6,224.1,161,121.8,132,136.3,161,183.7,116.2
1986,8,152.1,124.5,91.3,76.9,209.7,113,189.7,94.2,168,113,180.7,132.4
1986,9,260.9,176.7,115,118.8,144.5,100.4,114.2,92,211.8,100.4,93.3,81.1
1986,10,213,136,130,117.6,309.9,270,175.8,181.2,168,270,136.2,278
1986,11,79.3,78.8,160.5,75.8,160.5,75,133.1,34.8,27.3,75,129.5,64
1986,12,29.2,7.3,38.5,35.3,38.5,6,2,7.5,2.1,6,13.1,8
1987,1,79.6,1.4,1.3,23.3,23.4,10,13.5,26.8,7.5,10,27.6,29.3
1987,2,44.1,0,0,6.1,37.3,0,15.1,7.4,0.9,0,26.4,18.9
1987,3,12.5,0,1.6,10.5,4.9,0,0.2,21,14.4,0,0,17
1987,4,305.6,198.7,88.2,281.7,176,216,159.8,144.2,186,216,163.4,180.4
1987,5,302.3,152.7,139.8,198.9,350.8,111.9,261.4,96.2,199.8,111.9,239.4,160.8
1987,6,122.1,72.9,143.4,122.4,222.4,74,87.9,105.5,30.1,74,72.9,114
1987,7,223.7,192.1,197.2,283.7,262.5,241,178.3,258.8,211.6,241,294.4,233.2
1987,8,430.4,184.8,174.1,256.5,361.8,222,172.8,308.7,143.5,222,130.7,88.7
1987,9,240.6,168.1,259.9,220.1,240.3,202,124.8,118.1,177.7,202,81,173.8
1987,10,361.1,117.9,95.8,142.8,295.4,137,46.1,66.9,211.9,137,121.1,76.1
1987,11,311.1,111.6,254.6,168.8,186.3,114,174.1,135.9,67.9,114,51.4,170.3
1987,12,58.5,79.2,70.7,51.2,28.7,142.6,75,61,82.8,142.6,79.2,39
1988,1,0,0,7.9,0,2.6,0,0,0,0,0,0,0
1988,2,7.8,1.5,4.5,6.8,5.8,8.3,8.3,15.4,19.3,8.3,7.8,6.8
1988,3,0,0,31.2,93.8,0,0.2,0.2,0,6.3,0.2,0,93.8
1988,4,179.7,73.9,95.8,163.7,198.3,119.2,119.2,32.2,198.3,119.2,179.7,163.7
1988,5,207.1,62.5,214,125.4,369.9,189.8,189.8,119.2,106.5,189.8,207.1,125.4
1988,6,250.1,225.4,72.1,283.8,264.4,169,169,116.3,171.7,169,250.1,283.8
1988,7,495.6,227.8,181.7,405.1,362.6,153.1,153.1,139.5,144,153.1,495.6,405.1
1988,8,446,311,180,258.3,513.6,171.3,171.3,184.5,247.3,171.3,446,371.6
1988,9,359.3,398.5,284,218,305.3,321.1,205.4,158,226.2,321.1,359.3,170.1
1988,10,233.8,117,103,185.5,345.7,104.8,104.8,239,131.3,104.8,233.8,115
1988,11,253.6,169.1,205,72.7,327.8,39,39,160.3,205,39,241.9,198
1988,12,69,59.5,73.2,87.8,70.7,7,7,51.6,28.6,7,35.1,56.5
1989,1,16,7.8,27.7,6.1,33.8,2.5,0,33.5,5.6,2.5,7.8,14.7
1989,2,1.9,12.3,20,49,27.5,39,0,2.5,64.2,39,12.3,9.4
1989,3,58,28,31.9,10.5,32.5,70.2,70.2,67.3,139,70.2,28,57.9
1989,4,91.1,41.7,48.2,18.9,107.1,10.9,10.9,76.6,11.3,10.9,41.7,105
1989,5,383,396.4,135,184.9,322.4,176.1,176.1,210.2,174.8,176.1,396.4,190.5
1989,6,264.4,264.4,214,159.5,399.3,171.4,57.9,231.3,129.1,171.4,335.4,229.6
1989,7,364.5,364.5,139.7,219,297.4,129.6,109.2,66.3,145.1,129.6,110.2,192.9
1989,8,284.8,284.8,148.2,118.4,298,98.4,132.9,223.6,124.2,98.4,201,186
1989,9,282.5,282.5,171.8,162.6,355.7,252.9,202.8,137.2,335,252.9,239.9,262.1
1989,10,386.2,386.2,213.2,240.9,378.4,260.8,126.7,138.2,265.6,260.8,78.2,165.1
1989,11,65,65,91.1,71.5,125.2,81.9,13,67.9,65.7,81.9,45.9,52.8
1989,12,39.9,39.9,21.6,49.8,57.5,22.4,4,107.3,8.8,22.4,58.3,13.2
1990,1,18.3,0,29.8,15.4,1.7,5.6,0,28.2,3.2,5.6,0,10.2
1990,2,0,13,3.8,17.8,71.4,31.8,0,27.9,8.4,31.8,13,6.7
1990,3,78.7,53,28.1,19.9,119.3,39.4,0.8,21.4,6.9,39.4,53,124
1990,4,241.4,77.2,171.9,51.5,63.4,18,18,78.7,85.1,18,241.4,89.9
1990,5,246.3,198.7,284,374.5,381.2,265.4,177,199.5,216.6,265.4,242.9,302.8
1990,6,293.6,205.9,50.2,80.9,283.3,217,217,173,265.3,217,63.5,110.9
1990,7,69.1,104.6,82.8,70.2,260.9,58.7,95,71.9,150.9,58.7,69.1,133.6
1990,8,133.7,173.1,151.5,258,300.7,184.8,192.2,9.1,166.6,184.8,133.7,192.2
1990,9,136.3,263.8,121,253.8,190.6,272.5,171.1,11.7,294.3,272.5,136.3,171.1
1990,10,241.5,150.3,94,295.7,300.4,231.2,81.1,231,155.5,231.2,248.6,81.1
1990,11,290.2,83.6,69.5,116.4,76.9,77.2,167.9,164,109.4,77.2,172,167.9
1990,12,66.9,56.9,99.2,29.5,71.4,73.3,45.4,16,50.9,73.3,66.9,45.4
1991,1,0.4,0,0,0,6.3,0,0,0,5.1,0,0,0
1991,2,0,14.7,15.4,0,75.5,12.5,0,0,23.5,12.5,14.7,8.8
1991,3,68.6,68.6,43,0,121.7,31.7,3,3,18.9,31.7,68.6,85.1
1991,4,163.2,163.2,141.5,0,159.3,190.2,151,149,105.3,190.2,163.2,166.6
1991,5,373.9,373.9,209.6,281.3,378.8,226.7,293,293,209.6,226.7,373.9,206.4
1991,6,105.3,129.9,112.7,99,222.2,217.6,212,212,202.8,217.6,105.3,132.8
1991,7,182,102.8,120,76,221.5,96.9,199,197,92,96.9,182,369.4
1991,8,173.5,119,194,262.3,344,117.6,151,157,141.9,117.6,173.5,220.7
1991,9,187.2,138.2,87,100.7,279.1,120.2,130.5,133,125.7,120.2,187.2,301.3
1991,10,177.3,104.2,147,138.2,232.8,102.7,71.7,80,97.3,102.7,177.3,214
1991,11,58,75.2,70,53.8,204.9,72.1,32.9,113.3,69.5,72.1,58,161.3
1991,12,64.7,27.8,20,77.5,10.4,37.8,39,38,42.3,37.8,25.3,27.9
1992,1,2.4,0.4,5.6,0.5,6.7,5.3,20.2,6,31.3,5.3,15.8,3.7
1992,2,0,0,9,3.3,4.6,4,0,0,0,4,9.2,0
1992,3,0,3.9,0,5.6,8.5,0.8,0,10,0.3,0.8,0,0
1992,4,62.3,29.8,104.9,93.7,97.9,39.4,28.9,135,35.8,39.4,112.9,250.9
1992,5,254.7,172.5,109,216.2,276,185.2,80.2,155,181.9,185.2,331.9,159.3
1992,6,204.4,114.7,61,163.9,167.2,215.7,150.8,115,104.3,215.7,118.2,77.7
1992,7,604.7,200.5,148.4,235.5,422,190.8,123.5,181,195.3,190.8,307.9,360.9
1992,8,413.2,139,209.3,167.9,378.4,141.9,142.6,128,159.3,141.9,184.9,139.5
1992,9,425.9,160.3,203.7,234.5,163.5,180.8,146.3,157,168.9,180.8,167.6,239
1992,10,70.5,155.2,98.4,201.1,194.9,172.1,84.5,56.4,129.6,172.1,96,82.6
1992,11,288.8,120.7,43.6,95.3,201.5,108,124.2,52,95.5,108,137.3,102.2
1992,12,16.6,1.2,28,26,71.2,1.2,31,10,15.7,1.2,7.4,11.1
1993,1,51,38.8,112.5,22.1,74.6,21.3,90.2,159,38.7,21.3,7.9,40
1993,2,0,0,3.5,72.9,0,0,0,0,0.8,0,32.4,29
1993,3,108.5,24.1,26.3,76,99,30.2,96.9,80,65.7,30.2,174.6,122
1993,4,243.8,70.1,68.6,40.3,92,76.2,178.1,142,56.4,76.2,137.6,155
1993,5,336.1,115.4,211.2,247.5,252.4,117.9,111.5,128,66.7,117.9,61.3,104.7
1993,6,284,161.9,403.1,158.9,245.6,147.1,102.9,69,265.4,147.1,173.7,151.2
1993,7,288.2,144.2,113.8,100.9,356.9,175.4,190.6,256,200.5,175.4,190.6,289.9
1993,8,304.8,84.2,114.3,145.4,259.9,206.3,166.7,118,243.1,206.3,84.2,156.7
1993,9,190.6,232.1,186.8,192.9,428.7,312.1,154.1,228,271,312.1,174.7,221
1993,10,330.6,123.6,144.3,118.1,198,102,296.2,247,153.4,102,195.3,170.1
1993,11,219.3,75.9,68.1,112.9,298.9,65.8,68.5,95,77.8,65.8,224.4,324.9
1993,12,27.5,1.9,8.1,34.4,6.2,7.9,14.6,6,6.2,7.9,34.7,105.1
1994,1,24.3,0,8,5.1,3.1,0.7,29,95,3.1,0.7,6.6,8
1994,2,8.9,0.3,3,0,0,0,0,1,0,0,8.3,0
1994,3,31.6,74.9,57.7,41,81.7,121.4,101.7,100,109.5,121.4,124.2,89
1994,4,138.2,124.2,163.9,84.7,165.9,145.3,101.3,88,139.3,145.3,120.4,98
1994,5,300.3,138.6,188.3,314.7,345.3,161.6,208.2,182,234.7,161.6,180.1,290.4
1994,6,273.2,85.3,129,237.7,401.4,78.8,78.5,68,60.1,78.8,139.9,120.2
1994,7,202.9,168.9,123.1,132.7,169.2,190.1,117,128,169.2,190.1,129.3,136
1994,8,538,225.2,221.7,282.9,345.4,344.7,202.9,278,345.4,344.7,373.9,360.5
1994,9,237.6,150.2,89.8,209.3,194.4,170,90.3,160,194.4,170,137.2,209.3
1994,10,201.8,225.1,204.2,137.1,273.9,213.8,231.3,249,273.9,213.8,238.4,61.7
1994,11,164.9,130.1,111,268.1,137.8,239.9,262.4,141,137.8,239.9,129.5,63.5
1994,12,1.1,16,1.2,30.4,10.3,3.3,4.9,0,10.3,3.3,16,8.1
1995,1,5.5,0,18.6,1.4,0,0,0,0,0.2,0,7.6,26.2
1995,2,1.4,0,4.7,0,0,0,0,0,0,0,0,0.2
1995,3,2.4,4.4,16.4,1.3,44,23.5,50.2,31,22.3,23.5,14.5,26.4
1995,4,60.2,48.2,48.1,116.9,313.1,98.5,87.4,53,44.4,98.5,156.6,105.1
1995,5,258.8,129.3,155.2,134.2,352.1,163,186.1,205,142.4,163,200.3,249.7
1995,6,191.2,177.7,201.9,215.7,426.6,163.9,104.3,153,98.8,163.9,201.3,316.1
1995,7,541.1,210.1,210.7,146.3,574.6,303.9,284.1,124,237.8,303.9,180.7,329.2
1995,8,593.1,86.6,274.2,282.5,202.6,104.4,216.3,375,187.5,104.4,313.4,193.1
1995,9,421.3,284.9,143.3,157.1,313,231.1,231.1,300,288.4,231.1,198.2,222.2
1995,10,360.3,140.2,110.8,209.6,563,167.1,144.4,106,131.6,167.1,225.2,176.4
1995,11,198.1,144.4,93,30.5,51,119.8,15,7,146.8,119.8,53.5,8.7
1995,12,103.6,16.9,45.5,76.9,7,7.2,6.6,84,10.2,7.2,74,27.2
1996,1,6.3,0,1,6.7,0,15.9,15.9,13,0,15.9,1.3,10
1996,2,83.1,68.1,18,23.2,55.4,54.6,23.4,99,18,54.6,0.3,47
1996,3,164.5,0,2,46.9,140.1,17.3,184.1,77,48.7,17.3,79,133.1
1996,4,173,89.1,174,157.2,270.5,151.9,45.8,116,106.1,151.9,137.3,175.6
1996,5,307.1,327.2,346,174.1,292.1,375.2,292.6,205,221.3,375.2,296.2,253
1996,6,379,109.2,160,206.7,463,132.9,61.1,258,120.8,132.9,186.1,355.7
1996,7,416.7,266.5,139,153.2,190,299.6,189.3,113,234.6,299.6,242.3,606.8
1996,8,644.8,644.8,148,261.5,591,188.4,187.4,357,201.9,188.4,390.4,246.6
1996,9,444.5,444.5,177,122.6,317,179.2,179.2,178,95.4,179.2,102.1,240
1996,10,417.3,417.3,99,124,149.3,173.4,145.7,53,164.3,173.4,191.2,169
1996,11,188.1,188.1,56,200,254.8,99.4,52.8,67,108.4,99.4,145.2,89.8
1996,12,41.3,4.5,41,33.3,27,12.5,2.5,0,41.4,12.5,29.4,27
1997,1,2.3,0,0,12.4,0,1.4,0,6,0,1.4,32.3,11
1997,2,37.7,37.9,22,48.7,26,27.9,15.5,6,22,27.9,6.8,2
1997,3,2.1,0,0,0.5,29.5,0,0,0,0,0,54.2,7.8
1997,4,133,163.3,103.7,98.2,116.3,150.6,54.1,129,103.7,150.6,78.6,136
1997,5,247.1,103.5,124.7,84.4,227,107.2,94,147,124.7,107.2,161.4,130.2
1997,6,408.5,197.6,389.4,149.3,509,112.8,200.3,327,389.4,112.8,423.8,288.2
1997,7,274.6,127.5,125.2,126.9,203.6,133.6,113.9,122,125.2,133.6,155.4,205.1
1997,8,209.9,92.7,126.3,93.9,326,122,185.4,274,126.3,122,203.5,201
1997,9,224.4,223.9,193.8,179.4,261,233.8,200.3,253,193.8,233.8,235.8,347.4
1997,10,143.9,134.4,133.2,103.5,266,112.5,58,9,133.2,112.5,187.4,91.5
1997,11,137.2,51.5,20.4,37.5,134,45.5,152.5,60,68.3,45.5,36.7,144.5
1997,12,0,0,0,12.7,0,0,44.7,0,0,0,0,0
1998,1,0,0,0,0,0,0,0,0,0,0,1.1,0
1998,2,28.2,2.1,42.1,0.1,28,7.1,1.2,13,0.7,7.1,27.4,60.8
1998,3,74.7,10.3,7,5,93,5.2,11.9,40,0.9,5.2,14.9,75
1998,4,101.1,34.5,104.3,129.5,192,34.6,209,72,100.5,34.6,51.5,120
1998,5,338.7,361,324.1,305.7,561.2,377.6,270.2,268.8,262.4,377.6,338.7,492.9
1998,6,250.6,169.2,200.7,111.3,220.1,139.1,229.1,240,218.3,139.1,250.6,252
1998,7,162,206.4,183.1,123.9,382.7,182.6,178.9,160,149,182.6,162,187.9
1998,8,202.8,159,225.2,240.8,251.8,188.4,227.4,33,187.7,188.4,202.8,258
1998,9,126.8,126.8,219.7,100.4,393.3,155,70.6,231,122.2,155,126.8,221
1998,10,89.5,89.5,67.5,56.3,142.1,96.3,83.1,20,55.6,96.3,89.5,115
1998,11,177.9,177.9,100.2,122,189,147.5,41.3,50.1,136.4,147.5,177.9,179.2
1998,12,107.1,107.1,144.3,102.9,115.8,121.9,98.7,26,167.1,121.9,107.1,119
1999,1,0,0,5.7,41.4,29,10.9,4.4,5,22.1,10.9,0,45
1999,2,58.4,58.4,85.3,87.5,141.3,57,54.4,57,99.8,57,125.5,91
1999,3,26.2,67.5,61.5,14.4,65.2,49.2,27.2,47,6.7,49.2,47.5,73.5
1999,4,154.6,141,122.7,155.7,238.2,96.9,96.9,227,283.3,96.9,202.5,160.9
1999,5,205,205,313,85.5,313,85.5,85.5,147,138,85.5,205,85.5
1999,6,126.3,126.3,454,169.1,454,169.1,169.1,316,102.3,169.1,126.3,169.1
1999,7,257.5,257.5,443,266.6,443,266.6,266.6,270,245.1,266.6,257.5,266.6
1999,8,352.1,39.2,427,117.2,427,117.2,117.2,248,427,117.2,207.4,117.2
1999,9,177.4,177.4,324,152.3,324,152.3,152.3,219.6,324,152.3,177.4,152.3
1999,10,284.5,284.5,404.1,196.6,404.1,196.6,196.6,270.7,404.1,196.6,284.5,196.6
1999,11,94.6,94.6,50.5,57.2,50.5,57.2,57.2,121.3,50.5,57.2,94.6,57.2
1999,12,53.2,53.2,160.9,138.4,160.9,138.4,138.4,43.1,160.9,138.4,53.2,138.4
2000,1,60.5,12.6,13.9,43.6,58.3,9.9,20.2,3.8,13,9.9,5.8,2.9
2000,2,22.6,22.6,26.7,33.2,27.2,16.2,55.8,2,13.5,16.2,4,0.6
2000,3,3,3,7.4,3.8,0.3,0,14,5,0.4,0,7.7,23.2
2000,4,234.2,33.6,36.2,67.1,153.4,49.8,58,94.9,86.7,49.8,103.8,128.9
2000,5,391.6,172.3,189.6,299,231.2,102.6,110.2,254.1,156.7,102.6,190.4,208.4
2000,6,203.8,53.2,237,187.2,299.3,94.8,94.8,128.1,108.5,94.8,161.3,200.3
2000,7,539,129.8,55.3,97.6,259,40.7,374.4,83.8,125.2,40.7,230.3,278.7
2000,8,367.2,155.2,141.1,112.3,301.9,110.7,326.1,195.7,125.3,110.7,351.7,264.4
2000,9,329.7,209.5,152.6,156,269.9,224.9,244.7,238.8,208.5,224.9,203,220.3
2000,10,351.8,223.1,70.5,86.1,272.5,158.8,83.7,34.5,142.7,158.8,177.5,187
2000,11,40.2,17.8,0,46.5,80.8,13.1,56.9,60,51.4,13.1,48,44
2000,12,102.5,22.7,81.1,21.7,45,24.6,68.3,65,81.1,24.6,40.3,66
2001,1,0,29.4,76.4,39.4,6,1.4,32.9,14,0.8,1.4,55.3,10.3
2001,2,0.3,0,0,0.5,0.5,1,0,0,0,1,0,0.4
2001,3,49.4,27.2,0,2.3,130.7,1,23.5,33.7,19.7,1,46.5,113
2001,4,38.2,58.4,17.6,123.6,123.4,59.8,45.3,40.4,27.7,59.8,163.9,128
2001,5,185.6,165.9,87.8,203,299,90.5,102.3,83.6,104.3,90.5,75.2,205
2001,6,288.8,85.6,108.2,103,238,105.9,90.8,87,116.3,105.9,196.5,182
2001,7,133.1,74.2,83.6,129.1,266.8,80.5,72.1,101.7,57,80.5,134.7,190
2001,8,264.1,148,276,277.3,317.7,145.8,311.3,253.6,201.9,145.8,194.9,185.5
2001,9,318,378.3,277.7,317.8,376,371.2,307.4,164.4,299.9,371.2,278.9,222
2001,10,112,67.6,220.9,121.1,292.6,59.6,143.4,205.7,109.8,59.6,200.8,163
2001,11,169.9,119.3,107,183.9,440.4,156.1,136,246.3,136.8,156.1,111.9,259
2001,12,13.6,13.7,25.4,62.8,55.9,38.7,33.7,37.3,5,38.7,30.4,34
2002,1,6.3,0,0,7.2,3,0,7.2,29.4,5.1,0,1,6
2002,2,0,0.5,10.2,0.5,13,1.2,32.5,0,4.6,1.2,3.1,9
2002,3,35,77.8,30.2,0,50.4,18.6,28,40.5,33.4,18.6,59.2,139.5
2002,4,253,79.7,68.1,89.2,311,105.8,156.1,135.1,97.4,105.8,167.3,98.2
2002,5,275,139.6,128.7,142.1,259,137.8,108,168.8,163.5,137.8,319.8,301.6
2002,6,275,55.4,111.6,176.8,227.1,56.7,157,171.6,65.7,56.7,176.4,231.8
2002,7,594,191.3,179.4,160.6,388.8,148.1,168.8,190,168.3,148.1,358.5,219
2002,8,247,98.7,90.9,61.6,311.6,80.7,72.5,245,87.6,80.7,227.5,273
2002,9,587,127.3,39.5,97.1,330,95.7,115.1,191,144,95.7,206.6,163
2002,10,248,114.2,49.7,146.8,225.2,70.7,143.8,49,101.5,70.7,75.3,214
2002,11,223,35.6,45.5,26.1,275,29.6,91.5,136,63,29.6,125.5,273
2002,12,1,81.8,37.5,32,30,55.1,38.3,57.6,70.2,55.1,68.2,10
2003,1,1,0,0,0.3,20,2.6,0,9.5,3.7,2.6,6,0
2003,2,11.5,14.5,40.3,60,21,0,14,41.4,2.7,0,16.2,20
2003,3,68.4,23.5,21.1,44.2,46,40.6,25,91.5,69.7,40.6,64.1,55
2003,4,204.7,210.7,114.2,238.9,326,208.9,79.1,114,253.9,208.9,137.9,180.5
2003,5,365,115.9,99.4,173.5,200,123.5,159.6,248.5,108.7,123.5,177.5,233
2003,6,198.7,160.1,115.4,170.9,410,205.5,226.9,134,371.9,205.5,271.2,148
2003,7,301,143.9,155.9,157.7,244,145.4,137.3,109,126.4,145.4,173.9,167.4
2003,8,498,114.7,78,138.5,470,138.8,265.8,400,168.2,138.8,308.4,57.3
2003,9,238,178.9,97.9,242.1,222.6,164.8,272.4,106,167.9,164.8,96.2,25
2003,10,258,112.1,96,51.5,239,95.2,207.2,105,80.5,95.2,151.5,61
2003,11,360.6,165.2,92.5,141.4,310.5,110.6,72,126,164.1,110.6,123.5,105
2003,12,28,49.3,25.1,56,160.1,4.5,53.5,61,48.3,4.5,71,59
2004,1,0.5,0.5,21.1,80,3,3.1,10.6,0,21.1,3.1,11,80
2004,2,0,0,0,0.1,0,0,13,15.1,0,0,0,0.1
2004,3,0,0,0,0.9,0,0.4,9.1,0,0,0.4,0,0.9
2004,4,159,160.9,56.4,72,232,30.2,112.6,183,96.5,30.2,160.9,195
2004,5,281.6,314.5,202,109.9,560,133.1,253.8,140.9,157.1,133.1,314.5,211
2004,6,278.7,184.9,42.1,75.8,416,142.8,155.7,210.4,213.7,142.8,204.5,254
2004,7,304.3,153,228.6,165.3,590,152.2,182.2,87.9,161.8,152.2,220,205
2004,8,389.5,188.4,62.3,153.7,491,195.4,84.8,129.3,491,195.4,302.4,171
2004,9,375.2,195.5,244.8,302.8,427,204.1,215,322.4,232.4,204.1,156,246
2004,10,198,75.3,101.1,135.9,307,85.7,169.6,0,115.8,85.7,197,158
2004,11,139,89.5,42.3,86.3,302,115.5,115.5,28,65.4,115.5,89.5,296.5
2004,12,57,57,53,27.1,56,69.8,69.8,46,42.5,69.8,57,48.7
2005,1,22,10.7,12.2,24.1,0,19,38.6,0,11,19,1,144.7
2005,2,0,0,0,0,0,0,1.5,0,1,0,0,0
2005,3,29,28.1,12,28,45,52.8,0,24,37.3,52.8,25.5,18
2005,4,374,144.3,64.2,85.2,208,100.3,154.6,77,196.7,100.3,83.5,226
2005,5,340,229.2,300.1,285.6,300.7,197.5,113.9,346.5,145.7,197.5,325,242
2005,6,500.2,115.7,52.3,92.7,478,187.1,206.1,204.4,205.3,187.1,250.1,265
2005,7,221,238,211.5,231.2,409.5,206.5,157.2,88,223.9,206.5,152.4,177
2005,8,582,209.7,141.3,221.7,594,175.7,153.6,158,192.6,175.7,254.6,57
2005,9,230,171.3,182.7,192.4,446,178.5,139.1,358,159.7,178.5,148,218
2005,10,293.1,144.5,116.6,197.9,147.7,65.3,114.1,272.6,147.7,65.3,255.7,420.9
2005,11,341.6,247.4,156,139.7,247.7,199.2,61.1,45.3,247.7,199.2,155.5,120
2005,12,20.4,47,19,28.3,52.1,43.4,30.8,26.2,52.1,43.4,57,23.3
2006,1,1.4,1.4,6.4,7.2,11.8,18.8,0.7,16.1,11.8,18.8,10.4,30
2006,2,32.4,32.4,0,16.6,6,6,0,0,6,6,5,62.7
2006,3,20.1,20.1,85.8,119,27.6,21.2,94.6,188,27.6,21.2,142.7,75
2006,4,138,138,148.2,151,110.7,118.4,87.7,75,110.7,118.4,143.2,97.6
2006,5,292.1,292.1,187.3,80.1,315.7,359.4,233.3,182,315.7,359.4,143,137.1
2006,6,318.3,318.3,191.3,119.2,175.7,196.2,91,126,175.7,196.2,161.7,198.2
2006,7,156.2,156.2,145.5,95.9,137.8,163.1,213.9,228,137.8,163.1,283.5,220.2
2006,8,211.2,211.2,160.4,188.1,269.6,258.1,223.6,186,269.6,258.1,269.9,252.2
2006,9,114.9,114.9,80.7,92.3,134.2,121.2,71.3,142,134.2,121.2,145.6,177
2006,10,84.5,84.5,142.3,100.7,51,66.4,89.4,67,51,66.4,185.2,239.5
2006,11,94.2,94.2,53.5,156,68.6,59.1,59.1,146,68.6,59.1,81.6,75.8
2006,12,27.6,27.6,73.4,20.5,14.5,25.9,22.2,31,14.5,25.9,32.5,76
2007,1,0,0,1.2,0,0,2.3,0,20,0,2.3,0,0
2007,2,1.5,1.5,0.5,1.4,0,1.7,12,8,0,1.7,0,0
2007,3,38.9,38.9,25.6,40.4,80.2,68.7,79.3,51,80.2,68.7,39.5,332.2
2007,4,102.5,102.5,149.7,124.3,189.4,127.6,241.4,199,189.4,127.6,230,307
2007,5,164.3,164.3,70.5,72.5,151.8,266.8,147.7,115,151.8,266.8,148,265.9
2007,6,237.5,237.5,175.3,171,256.2,146.6,225.9,387,256.2,146.6,373.5,522.1
2007,7,189,189,194.3,178.4,117.8,86.1,177.6,134,117.8,86.1,189,374
2007,8,378.5,378.5,205.4,212.3,242.3,203.6,176.7,294,242.3,203.6,378.5,464.6
2007,9,301,301,88.2,89.4,141.1,116.2,188.6,379,141.1,116.2,301,443.5
2007,10,263.4,263.4,253.8,166.8,195.8,159.6,134.7,93.6,195.8,159.6,263.4,313
2007,11,76.8,76.8,12.6,72.4,12.6,16.6,7.4,45,12.6,16.6,76.8,78
2007,12,107.5,107.5,72,76.3,53.3,55.1,60.2,43.7,53.3,55.1,107.5,56
2008,1,20.1,20.1,13.4,22.9,11.4,11.3,7.2,11.9,11.4,11.3,3.5,32
2008,2,13.5,13.5,30.6,16.8,67.9,27.4,25,46,67.9,27.4,35.5,20
2008,3,43.5,43.5,2.4,34.2,69.2,35.8,34.7,13.7,69.2,35.8,7,38
2008,4,34.4,34.4,48.7,62.9,54.5,56.6,43.7,64.1,54.5,56.6,95,111
2008,5,301.5,301.5,170.5,168.4,156.3,320.7,229.9,261.4,156.3,320.7,268.5,293
