Year,Month,1_Ayapel_2502515,2_Cerete_13075030,3_Chima_13075010,4_Cienaga_de_Oro_13075020,5_Montelibano_2502516,6_Monteria,7_Monteria_13055030,8_Monteria_13065020,9_Monteria_13075050,10_Monteria_13085040,11_Planeta_Rica_25025190,12_Planeta_Rica_25015010
2008,6,107.8,107.8,147.9,160.4,132.7,90.7,223.7,298.5,132.7,90.7,255.8,285
2008,7,99.4,99.4,225.7,128.4,105,90.5,90.5,132.4,105,90.5,208,266
2008,8,173.4,173.4,237.5,206.2,201.9,216.2,96.7,187.6,201.9,216.2,178.5,280
2008,9,321.4,321.4,200.8,221.7,200.8,259.5,263,107,200.8,259.5,313.1,261
2008,10,238.7,238.7,52.6,62.3,194.2,243.8,155.6,203.9,194.2,243.8,219,397
2008,11,257.7,257.7,100.5,278.4,100.5,272,102,53.1,100.5,272,137,356
2008,12,0,0,26.1,0.4,4.8,3.4,0.5,13.7,4.8,3.4,35,0
2009,1,72.8,72.8,29.5,13.8,83.5,43.2,33.7,4.9,83.5,43.2,24,5
2009,2,3.7,3.7,0.5,1.5,0,2.7,6.2,6.7,0,2.7,4.5,0
2009,3,9,9,47.7,59.2,1.7,4.5,3.2,69.4,1.7,4.5,32.5,68
2009,4,36.2,36.2,161.2,146,50.8,45.7,26.7,122.1,50.8,45.7,45,123
2009,5,266.3,266.3,90.7,144.3,97.1,156.9,170.3,267,97.1,156.9,158,202
2009,6,285,285,200.6,297.6,236.9,217.5,135.3,298,236.9,217.5,346,311
2009,7,317,317,103.5,321.3,334.7,302.5,106.5,154.8,334.7,302.5,176,174
2009,8,202.5,202.5,159.9,106.5,159.9,201.3,175.4,123.8,159.9,201.3,210,395
2009,9,218.9,218.9,221,141.6,221,273.5,121.9,193.4,221,273.5,294.3,212
2009,10,169.6,169.6,195.3,311.4,195.3,104.9,160,92,195.3,104.9,145.4,160
2009,11,54.2,54.2,47.8,49.9,47.8,56.7,15,29.2,47.8,56.7,75.4,15
2009,12,49.5,49.5,27.3,15.3,27.3,42.8,86,8.4,27.3,42.8,20.5,86
2010,1,0,0,0,1.7,0,0,5.6,0,0,0,0.2,5
2010,2,5,5,5,7.1,5,5.6,4.2,15,5,5.6,14.7,2
2010,3,74,74,117,74.2,117,92.4,105.5,95.6,117,92.4,47.4,66
2010,4,91.3,91.3,41,103.9,41,132.3,13.3,124.5,41,132.3,164.8,177
2010,5,190.3,190.3,84,133,84,175,111.4,230.8,84,175,228.4,215.6
2010,6,111.3,111.3,211,130.6,211,170.4,104.2,231.1,211,170.4,253,324
2010,7,291.5,291.5,220.6,223.1,220.6,351.4,196.5,203.3,220.6,351.4,240.8,358
2010,8,160,160,257,317.9,257,166,87.9,130,257,166,378.5,237
2010,9,180.9,180.9,359.5,319.1,359.5,144,236.6,179.3,359.5,144,324.5,418
2010,10,158.6,158.6,181.2,252.8,181.2,182.3,145.9,175.1,181.2,182.3,215.5,158
2010,11,72.1,72.1,158.6,162.6,158.6,109.2,172,145.2,158.6,109.2,120.8,96.1
2010,12,184.3,184.3,123.6,117.6,123.6,170.5,39,138.5,123.6,170.5,120.8,261.1
2011,1,0,0,0.1,17.2,0.1,0,0,14.7,0.1,0,32.8,2.2
2011,2,34.9,34.9,14,21.4,14,24.6,4.5,81.7,14,24.6,44.2,43
2011,3,59.7,59.7,72.9,59.8,72.9,81.2,5.1,95.6,72.9,81.2,84.5,172.2
2011,4,51.3,51.3,169.5,200.7,169.5,93.8,0,72.5,169.5,93.8,129.2,186.5
2011,5,165.7,165.7,92.4,206.1,92.4,128.1,211.6,208.9,92.4,128.1,286.5,269
2011,6,234.8,234.8,108.9,210.1,108.9,356.7,142.6,201.5,108.9,356.7,329,369.2
2011,7,100.9,100.9,122.7,102.7,122.7,89.5,65.2,256.5,122.7,89.5,135.7,266.6
2011,8,102.8,102.8,97.5,151.1,97.5,112.1,131.7,191.8,97.5,112.1,292.1,332
2011,9,206.3,206.3,266.1,114.9,266.1,188,3.6,261.7,266.1,188,154.7,265
2011,10,199.7,199.7,218.1,74.5,218.1,196.2,18.9,66.8,218.1,196.2,107.2,126
2011,11,188.2,188.2,65.7,285.1,65.7,176.7,93,143.6,65.7,176.7,153.5,167.3
2011,12,131.6,131.6,46.5,100.1,46.5,140.1,71.9,117.8,46.5,140.1,59.6,100.6
2012,1,0,1.6,91.5,1.6,0,0,0,0.1,2.8,0,26,1.6
2012,2,3.3,32.2,62.2,0,2,3.8,3.8,69.5,0,3.8,0,0
2012,3,0,0.9,13.9,194.4,179.9,194.4,194.4,0.6,28.8,194.4,66.1,194.4
2012,4,90.3,114,65.4,75.6,204.4,75.6,75.6,106.3,33.1,75.6,73,75.6
2012,5,209.2,145.5,141.9,137.7,326.4,137.7,137.7,306.8,153.6,137.7,295.3,137.7
2012,6,218.6,91.7,19.9,254.9,280.3,254.9,254.9,124,188.5,254.9,292.4,254.9
2012,7,156.7,216.8,166.6,175.5,257.9,175.5,175.5,74.6,125.1,175.5,150.6,175.5
2012,8,2.7,274.3,140.9,219.5,362.2,219.5,219.5,307,185.7,219.5,118.6,219.5
2012,9,99.3,225.4,152.3,163,145.3,163,163,265.4,225.7,163,267.7,163
